cin,nom,prenom,age,genre,profession,region,Prime_de_assurance_en_DT,Sujets_demande,description,type_demande,Date_demande
C12609140,Nom_354,Prenom_569,15.550431408219445,Homme,Profession_31,Siliana,138,Sujet_6,Description_3,Type_5,11/01/2023
C63106906,Nom_543,Prenom_652,43.2096723033802,Homme,Profession_95,Ariana,744,Sujet_10,Description_20,Type_2,02/26/2023
C19791369,Nom_853,Prenom_551,52.217000277026344,Femme,Profession_58,Medenine,321,Sujet_6,Description_2,Type_2,06/07/2023
C66287059,Nom_521,Prenom_357,28.520055252301713,Homme,Profession_85,Mahdia,597,Sujet_9,Description_6,Type_1,03/02/2023
C82021316,Nom_293,Prenom_325,37.419463901813245,Femme,Profession_35,Tozeur,572,Sujet_7,Description_19,Type_3,06/10/2023
C52799967,Nom_334,Prenom_408,40.13642373265497,Femme,Profession_53,Gafsa,229,Sujet_7,Description_13,Type_1,05/22/2023
C15008271,Nom_758,Prenom_678,49.08112970717258,Femme,Profession_83,Bizerte,286,Sujet_2,Description_3,Type_4,03/06/2023
C59475664,Nom_77,Prenom_454,55.9853509218576,Homme,Profession_79,Siliana,646,Sujet_10,Description_15,Type_5,12/12/2023
C72050261,Nom_327,Prenom_432,46.4505834173228,Homme,Profession_71,Mahdia,915,Sujet_5,Description_9,Type_3,02/14/2023
C16160679,Nom_118,Prenom_238,33.32454366432455,Femme,Profession_26,Jendouba,935,Sujet_6,Description_12,Type_2,06/25/2023
C51216112,Nom_790,Prenom_375,48.8279698292673,Homme,Profession_66,Siliana,366,Sujet_9,Description_20,Type_4,07/27/2023
C14398479,Nom_29,Prenom_132,32.61456225040612,Homme,Profession_99,Zaghouan,954,Sujet_4,Description_8,Type_1,07/07/2023
C27699831,Nom_273,Prenom_188,27.24458854303105,Homme,Profession_76,Sidi Bouzid,553,Sujet_7,Description_6,Type_5,06/06/2023
C84326183,Nom_802,Prenom_358,35.92191477482158,Homme,Profession_16,Tozeur,354,Sujet_8,Description_1,Type_2,04/20/2023
C82962377,Nom_299,Prenom_599,22.767187122485826,Homme,Profession_52,Tunis,884,Sujet_4,Description_17,Type_3,07/16/2023
C11602199,Nom_546,Prenom_240,31.915495575281774,Homme,Profession_42,Kebili,862,Sujet_3,Description_5,Type_1,11/20/2023
C30974570,Nom_992,Prenom_212,39.985389479318634,Femme,Profession_90,Sidi Bouzid,464,Sujet_3,Description_20,Type_3,07/28/2023
C71752204,Nom_257,Prenom_529,23.829165782925983,Homme,Profession_87,Monastir,304,Sujet_5,Description_15,Type_5,05/01/2023
C97035111,Nom_446,Prenom_254,32.05470972369105,Femme,Profession_58,Mahdia,628,Sujet_1,Description_3,Type_5,03/23/2023
C87104187,Nom_643,Prenom_448,48.09306050158109,Homme,Profession_25,Mahdia,159,Sujet_9,Description_20,Type_5,10/11/2023
C48894902,Nom_324,Prenom_471,47.3519664640274,Femme,Profession_91,Kairouan,423,Sujet_2,Description_2,Type_4,02/20/2023
C55596586,Nom_171,Prenom_849,28.803262367169246,Homme,Profession_41,Monastir,300,Sujet_2,Description_12,Type_4,08/15/2023
C69995148,Nom_433,Prenom_817,33.06695546239764,Homme,Profession_67,Tunis,104,Sujet_3,Description_2,Type_2,10/19/2023
C72561820,Nom_551,Prenom_647,53.487073579678466,Homme,Profession_79,Le Kef,608,Sujet_9,Description_20,Type_1,06/03/2023
C23590991,Nom_541,Prenom_273,55.72859261607614,Femme,Profession_56,Monastir,111,Sujet_4,Description_14,Type_4,12/27/2023
C96933695,Nom_892,Prenom_117,51.07563784293017,Homme,Profession_3,Beja,733,Sujet_3,Description_17,Type_1,03/27/2023
C13195297,Nom_16,Prenom_499,20.910287824267037,Femme,Profession_65,Kasserine,662,Sujet_6,Description_1,Type_2,08/18/2023
C86718788,Nom_93,Prenom_59,32.10839490580274,Femme,Profession_1,Sousse,114,Sujet_10,Description_15,Type_4,12/03/2023
C37110674,Nom_353,Prenom_701,23.066529468591263,Homme,Profession_15,Bizerte,113,Sujet_1,Description_3,Type_4,11/26/2023
C85512362,Nom_754,Prenom_407,47.591835682452846,Femme,Profession_94,Zaghouan,746,Sujet_7,Description_17,Type_2,01/14/2023
C89946760,Nom_484,Prenom_787,55.092460070627936,Homme,Profession_80,Sidi Bouzid,636,Sujet_6,Description_3,Type_3,03/20/2023
C59343540,Nom_422,Prenom_519,36.247081127613654,Homme,Profession_25,Kebili,397,Sujet_6,Description_19,Type_3,01/05/2023
C77599650,Nom_446,Prenom_697,40.53269895659341,Homme,Profession_20,Nabeul,765,Sujet_10,Description_14,Type_3,02/12/2023
C80911098,Nom_201,Prenom_163,40.86372010529541,Homme,Profession_83,Ben Arous,854,Sujet_10,Description_17,Type_2,01/22/2023
C84452988,Nom_300,Prenom_727,33.53376721816905,Homme,Profession_13,Ariana,719,Sujet_4,Description_3,Type_1,07/16/2023
C40887663,Nom_53,Prenom_699,26.23697871134814,Homme,Profession_69,Sidi Bouzid,170,Sujet_3,Description_10,Type_5,05/22/2023
C10030969,Nom_446,Prenom_757,37.07774301632339,Femme,Profession_49,Ben Arous,883,Sujet_8,Description_20,Type_5,01/17/2023
C90057397,Nom_317,Prenom_804,41.340156058990004,Femme,Profession_94,Ariana,497,Sujet_5,Description_17,Type_1,06/21/2023
C56017488,Nom_393,Prenom_10,27.06804427612182,Homme,Profession_39,Monastir,207,Sujet_6,Description_19,Type_1,04/17/2023
C47354557,Nom_455,Prenom_111,38.81243608317921,Femme,Profession_69,Jendouba,333,Sujet_9,Description_12,Type_1,03/18/2023
C11324439,Nom_253,Prenom_835,34.6078653800735,Homme,Profession_64,Jendouba,432,Sujet_6,Description_18,Type_5,05/17/2023
C98070788,Nom_182,Prenom_377,45.04671081576765,Femme,Profession_50,Tataouine,644,Sujet_8,Description_18,Type_5,03/12/2023
C91865619,Nom_423,Prenom_493,37.33950913598289,Femme,Profession_61,Ben Arous,630,Sujet_1,Description_13,Type_5,05/01/2023
C44691840,Nom_795,Prenom_746,37.9507343545785,Femme,Profession_92,Sfax,486,Sujet_3,Description_12,Type_4,04/03/2023
C95831924,Nom_753,Prenom_774,32.999222548743795,Femme,Profession_55,Gabes,294,Sujet_10,Description_11,Type_3,11/11/2023
C29759859,Nom_80,Prenom_500,29.31466042103298,Homme,Profession_43,Beja,747,Sujet_7,Description_5,Type_2,04/25/2023
C87307748,Nom_331,Prenom_792,26.42974103361322,Femme,Profession_91,Ben Arous,906,Sujet_10,Description_20,Type_4,03/18/2023
C38379234,Nom_363,Prenom_479,49.55897250370122,Femme,Profession_16,Tunis,138,Sujet_1,Description_4,Type_5,06/16/2023
C14126859,Nom_710,Prenom_354,34.00935351299883,Homme,Profession_90,Beja,386,Sujet_8,Description_11,Type_3,10/19/2023
C89097155,Nom_388,Prenom_825,35.32488240634619,Homme,Profession_58,Jendouba,335,Sujet_5,Description_3,Type_3,06/03/2023
C42391761,Nom_613,Prenom_289,12.566517366435988,Femme,Profession_12,Sousse,428,Sujet_9,Description_2,Type_3,09/14/2023
C69760709,Nom_974,Prenom_450,39.44211407203791,Femme,Profession_54,Medenine,314,Sujet_3,Description_1,Type_5,02/16/2023
C64956503,Nom_811,Prenom_872,35.60505364212157,Homme,Profession_46,Tunis,503,Sujet_9,Description_12,Type_2,05/07/2023
C68406704,Nom_293,Prenom_484,39.26009655220279,Homme,Profession_35,Siliana,733,Sujet_4,Description_9,Type_1,03/11/2023
C85276503,Nom_83,Prenom_654,45.09786710354285,Femme,Profession_18,Beja,112,Sujet_3,Description_5,Type_1,01/26/2023
C71240141,Nom_33,Prenom_995,46.54781963165986,Homme,Profession_49,Siliana,880,Sujet_7,Description_11,Type_2,05/14/2023
C10847612,Nom_333,Prenom_108,42.10517103780667,Homme,Profession_24,Ben Arous,444,Sujet_3,Description_9,Type_1,11/24/2023
C67343388,Nom_637,Prenom_477,52.51858562279261,Homme,Profession_43,Siliana,421,Sujet_1,Description_7,Type_1,10/23/2023
C56193495,Nom_870,Prenom_515,43.43959585452715,Homme,Profession_55,Sidi Bouzid,891,Sujet_6,Description_8,Type_1,05/18/2023
C26897494,Nom_642,Prenom_811,26.32056108096985,Femme,Profession_6,Tunis,701,Sujet_4,Description_15,Type_1,12/19/2023
C10804364,Nom_925,Prenom_179,31.19564095204673,Homme,Profession_59,Gabes,866,Sujet_4,Description_20,Type_5,09/13/2023
C29765088,Nom_424,Prenom_54,22.017530043852673,Homme,Profession_69,Beja,868,Sujet_5,Description_18,Type_3,12/23/2023
C58106093,Nom_124,Prenom_46,28.02521208285204,Homme,Profession_60,Tataouine,176,Sujet_4,Description_9,Type_1,08/08/2023
C34711392,Nom_860,Prenom_793,29.89763694005269,Homme,Profession_11,Beja,307,Sujet_4,Description_19,Type_1,03/22/2023
C39579056,Nom_785,Prenom_385,24.346431869522295,Femme,Profession_94,Zaghouan,918,Sujet_5,Description_15,Type_2,10/17/2023
C25483930,Nom_771,Prenom_175,28.610171002620525,Homme,Profession_9,Gafsa,627,Sujet_4,Description_17,Type_4,10/22/2023
C47940896,Nom_263,Prenom_375,43.93234549340823,Femme,Profession_74,Gabes,775,Sujet_2,Description_5,Type_1,10/10/2023
C87912833,Nom_839,Prenom_110,48.008649029118686,Femme,Profession_68,Le Kef,641,Sujet_3,Description_3,Type_1,02/06/2023
C64982432,Nom_394,Prenom_610,25.49229334477234,Homme,Profession_23,Sfax,410,Sujet_10,Description_5,Type_1,09/01/2023
C43814293,Nom_300,Prenom_853,24.298579854331532,Homme,Profession_44,Tozeur,873,Sujet_5,Description_13,Type_2,11/07/2023
C20557367,Nom_58,Prenom_377,52.64357058700304,Homme,Profession_4,Ariana,226,Sujet_2,Description_7,Type_5,11/07/2023
C80697515,Nom_670,Prenom_903,43.41702060869842,Femme,Profession_77,Siliana,751,Sujet_7,Description_5,Type_4,12/28/2023
C31528512,Nom_986,Prenom_49,41.82761905788538,Homme,Profession_24,Tataouine,102,Sujet_4,Description_3,Type_1,04/09/2023
C98696855,Nom_330,Prenom_442,46.322569148361154,Homme,Profession_99,La Manouba,273,Sujet_4,Description_19,Type_2,05/21/2023
C38355821,Nom_145,Prenom_656,32.029279977230516,Homme,Profession_94,La Manouba,610,Sujet_1,Description_8,Type_1,04/02/2023
C10387506,Nom_63,Prenom_396,38.370949723276595,Homme,Profession_39,Ariana,874,Sujet_6,Description_9,Type_2,10/16/2023
C73800215,Nom_102,Prenom_41,54.48150528317349,Femme,Profession_55,Monastir,247,Sujet_10,Description_17,Type_1,10/24/2023
C35479758,Nom_38,Prenom_142,27.63232799825542,Femme,Profession_97,Jendouba,364,Sujet_4,Description_7,Type_4,08/03/2023
C79748726,Nom_58,Prenom_77,26.738295132127988,Homme,Profession_76,Zaghouan,310,Sujet_2,Description_4,Type_2,03/03/2023
C46568542,Nom_665,Prenom_148,28.04069613293494,Homme,Profession_66,Medenine,462,Sujet_1,Description_4,Type_4,08/12/2023
C39930792,Nom_677,Prenom_89,25.143452657106025,Homme,Profession_99,Beja,919,Sujet_1,Description_9,Type_5,06/18/2023
C66132046,Nom_135,Prenom_633,60.226970727466245,Homme,Profession_17,Beja,889,Sujet_6,Description_15,Type_3,05/28/2023
C80103679,Nom_150,Prenom_650,53.85008853920523,Homme,Profession_8,Ariana,392,Sujet_3,Description_14,Type_3,05/25/2023
C55426811,Nom_855,Prenom_571,37.03167292029975,Femme,Profession_8,Sousse,361,Sujet_4,Description_8,Type_1,04/10/2023
C45660349,Nom_465,Prenom_644,24.18177939934334,Homme,Profession_79,Nabeul,482,Sujet_6,Description_8,Type_4,11/04/2023
C94474717,Nom_768,Prenom_638,41.75366587362349,Homme,Profession_17,Tunis,564,Sujet_2,Description_14,Type_5,12/14/2023
C24894518,Nom_63,Prenom_547,43.13176756765807,Homme,Profession_66,Beja,606,Sujet_5,Description_1,Type_4,03/11/2023
C80536231,Nom_689,Prenom_999,38.16634268013092,Homme,Profession_80,Gabes,484,Sujet_9,Description_2,Type_2,05/01/2023
C17601773,Nom_923,Prenom_670,28.038759191393996,Femme,Profession_58,Kebili,866,Sujet_5,Description_2,Type_4,09/05/2023
C94997648,Nom_128,Prenom_162,50.239233209994424,Homme,Profession_43,Kebili,110,Sujet_2,Description_11,Type_1,09/05/2023
C64598968,Nom_326,Prenom_450,33.315831961363216,Femme,Profession_36,Tataouine,969,Sujet_2,Description_13,Type_2,04/16/2023
C30164790,Nom_492,Prenom_926,31.573784142365362,Femme,Profession_23,Le Kef,528,Sujet_8,Description_20,Type_3,01/20/2023
C63511998,Nom_347,Prenom_836,44.81772388143611,Homme,Profession_49,Kebili,951,Sujet_9,Description_18,Type_4,06/16/2023
C70483696,Nom_669,Prenom_268,35.74466564592168,Femme,Profession_35,Ben Arous,415,Sujet_9,Description_19,Type_2,05/05/2023
C88648255,Nom_97,Prenom_601,35.170508591445476,Femme,Profession_10,Sfax,671,Sujet_7,Description_19,Type_3,10/07/2023
C28742322,Nom_334,Prenom_8,31.43446548008867,Femme,Profession_58,Sfax,495,Sujet_10,Description_20,Type_2,06/19/2023
C94237176,Nom_382,Prenom_777,26.501090393907504,Femme,Profession_32,Le Kef,885,Sujet_4,Description_20,Type_3,11/26/2023
C36799441,Nom_774,Prenom_358,48.21542693256845,Homme,Profession_77,Gabes,614,Sujet_4,Description_12,Type_3,10/14/2023
C80269147,Nom_719,Prenom_183,46.814718370360836,Homme,Profession_48,La Manouba,880,Sujet_6,Description_10,Type_3,11/24/2023
C26219153,Nom_514,Prenom_984,53.57771815482714,Homme,Profession_88,Tunis,132,Sujet_9,Description_17,Type_2,06/17/2023
C69896459,Nom_355,Prenom_767,44.0415842854707,Femme,Profession_84,Gafsa,322,Sujet_8,Description_1,Type_5,12/11/2023
C81234960,Nom_177,Prenom_150,17.95550768759886,Homme,Profession_52,Ariana,941,Sujet_8,Description_11,Type_4,10/10/2023
C50623221,Nom_466,Prenom_605,36.356394935465765,Femme,Profession_82,Kebili,137,Sujet_8,Description_3,Type_1,02/14/2023
C24511744,Nom_792,Prenom_312,40.633409003790184,Femme,Profession_18,Jendouba,620,Sujet_9,Description_16,Type_5,07/13/2023
C57168157,Nom_642,Prenom_220,46.21590319419937,Femme,Profession_2,Kairouan,704,Sujet_10,Description_1,Type_2,07/25/2023
C71646991,Nom_241,Prenom_837,29.903382273341776,Femme,Profession_30,Medenine,385,Sujet_10,Description_15,Type_4,11/08/2023
C27426826,Nom_454,Prenom_882,45.47473390994058,Femme,Profession_14,Beja,390,Sujet_6,Description_15,Type_5,06/09/2023
C28714316,Nom_313,Prenom_207,24.268853091793375,Homme,Profession_96,La Manouba,330,Sujet_9,Description_18,Type_1,01/10/2023
C17397729,Nom_648,Prenom_753,43.10120916211932,Femme,Profession_90,Sidi Bouzid,781,Sujet_8,Description_2,Type_1,08/02/2023
C22483922,Nom_793,Prenom_456,46.9945826125569,Homme,Profession_90,Zaghouan,545,Sujet_7,Description_5,Type_1,08/14/2023
C93224656,Nom_152,Prenom_67,46.26161450531558,Femme,Profession_43,Kasserine,868,Sujet_5,Description_10,Type_4,03/01/2023
C51050138,Nom_816,Prenom_481,39.388536344872705,Homme,Profession_65,Monastir,457,Sujet_9,Description_10,Type_3,02/05/2023
C48832981,Nom_844,Prenom_875,31.71241803576602,Femme,Profession_31,Ben Arous,965,Sujet_3,Description_13,Type_4,08/15/2023
C54544135,Nom_763,Prenom_342,23.390878376972495,Femme,Profession_38,Monastir,292,Sujet_5,Description_19,Type_5,07/12/2023
C24900163,Nom_357,Prenom_75,28.84926530879156,Femme,Profession_59,Tunis,729,Sujet_4,Description_9,Type_2,09/24/2023
C12371218,Nom_645,Prenom_213,46.81823714237814,Homme,Profession_71,Tataouine,260,Sujet_6,Description_6,Type_1,12/25/2023
C21761777,Nom_982,Prenom_264,44.072987409156056,Homme,Profession_27,Tataouine,618,Sujet_8,Description_20,Type_2,12/03/2023
C35912304,Nom_371,Prenom_122,52.229278184425525,Femme,Profession_73,Tozeur,348,Sujet_6,Description_18,Type_1,10/25/2023
C84687213,Nom_253,Prenom_412,27.75164167595499,Homme,Profession_18,Zaghouan,405,Sujet_3,Description_18,Type_2,10/16/2023
C44274696,Nom_226,Prenom_281,39.27917646547101,Homme,Profession_92,Jendouba,706,Sujet_8,Description_1,Type_4,04/05/2023
C32555723,Nom_698,Prenom_104,32.80225660713464,Femme,Profession_35,Ariana,930,Sujet_1,Description_11,Type_5,11/05/2023
C80345029,Nom_226,Prenom_415,42.16287479972182,Femme,Profession_36,Sfax,869,Sujet_1,Description_18,Type_1,05/17/2023
C19849386,Nom_504,Prenom_985,49.71516061158144,Femme,Profession_57,Sfax,373,Sujet_2,Description_9,Type_5,02/13/2023
C59210432,Nom_103,Prenom_304,14.17200276409919,Femme,Profession_35,Bizerte,429,Sujet_1,Description_6,Type_2,12/23/2023
C97979833,Nom_226,Prenom_748,44.53224586860651,Homme,Profession_87,Sidi Bouzid,791,Sujet_8,Description_8,Type_5,06/24/2023
C93304413,Nom_434,Prenom_41,38.764699054848094,Femme,Profession_40,Monastir,738,Sujet_3,Description_11,Type_3,12/05/2023
C11125295,Nom_97,Prenom_345,38.474754655544764,Homme,Profession_76,Kebili,960,Sujet_6,Description_20,Type_5,04/19/2023
C85456823,Nom_773,Prenom_975,48.439183075400514,Homme,Profession_95,Mahdia,378,Sujet_4,Description_11,Type_3,07/14/2023
C67182286,Nom_752,Prenom_996,39.08574939824891,Homme,Profession_2,Zaghouan,700,Sujet_8,Description_14,Type_3,11/16/2023
C13536341,Nom_816,Prenom_698,31.925257843222727,Femme,Profession_97,Beja,148,Sujet_8,Description_16,Type_1,07/16/2023
C11356026,Nom_530,Prenom_771,50.97862330722665,Femme,Profession_3,Beja,280,Sujet_5,Description_15,Type_1,02/22/2023
C83747489,Nom_577,Prenom_950,23.907222648811356,Femme,Profession_21,Kebili,911,Sujet_9,Description_6,Type_4,02/03/2023
C39283269,Nom_428,Prenom_137,49.239157125578934,Femme,Profession_80,Sousse,216,Sujet_8,Description_8,Type_2,05/07/2023
C15416229,Nom_745,Prenom_296,33.978400874233685,Femme,Profession_61,Kairouan,423,Sujet_2,Description_20,Type_5,10/03/2023
C11738749,Nom_538,Prenom_165,63.055702777743136,Homme,Profession_24,Ariana,996,Sujet_10,Description_13,Type_5,03/06/2023
C99091670,Nom_114,Prenom_801,32.69346141452265,Femme,Profession_59,Kairouan,218,Sujet_3,Description_20,Type_5,01/21/2023
C35708778,Nom_821,Prenom_741,40.94395277346863,Femme,Profession_45,Kebili,452,Sujet_9,Description_6,Type_4,10/11/2023
C94225711,Nom_238,Prenom_348,31.27377959201798,Homme,Profession_65,Monastir,263,Sujet_8,Description_9,Type_2,09/05/2023
C74362966,Nom_542,Prenom_163,41.304085773532876,Femme,Profession_5,Ben Arous,700,Sujet_6,Description_7,Type_3,09/23/2023
C18261424,Nom_3,Prenom_71,18.984499967983147,Femme,Profession_78,Sidi Bouzid,149,Sujet_4,Description_6,Type_1,09/01/2023
C75515350,Nom_279,Prenom_176,40.66598627899597,Femme,Profession_80,Tataouine,536,Sujet_7,Description_9,Type_2,08/18/2023
C52264959,Nom_560,Prenom_995,44.678442781979086,Homme,Profession_92,Sidi Bouzid,366,Sujet_9,Description_14,Type_5,01/26/2023
C27525052,Nom_645,Prenom_16,27.715325758057645,Homme,Profession_50,Gabes,200,Sujet_2,Description_9,Type_5,11/25/2023
C12990227,Nom_749,Prenom_638,55.23393276678818,Femme,Profession_17,Sidi Bouzid,475,Sujet_8,Description_5,Type_3,03/07/2023
C41460626,Nom_705,Prenom_460,30.380646535458762,Homme,Profession_69,Jendouba,154,Sujet_1,Description_11,Type_3,05/18/2023
C44814862,Nom_162,Prenom_280,41.96675995923208,Femme,Profession_100,Medenine,348,Sujet_10,Description_19,Type_5,05/27/2023
C96676516,Nom_262,Prenom_931,47.96912755569408,Homme,Profession_31,Sidi Bouzid,248,Sujet_8,Description_2,Type_2,08/04/2023
C15369827,Nom_264,Prenom_608,38.13805885675062,Homme,Profession_42,Tozeur,491,Sujet_2,Description_1,Type_4,12/26/2023
C80174397,Nom_807,Prenom_836,35.85789316965036,Homme,Profession_83,Ariana,954,Sujet_5,Description_12,Type_1,01/01/2023
C44092097,Nom_998,Prenom_571,38.5052148048653,Homme,Profession_21,Zaghouan,915,Sujet_3,Description_7,Type_1,12/03/2023
C99244672,Nom_789,Prenom_796,18.607836099024958,Homme,Profession_34,Tunis,375,Sujet_7,Description_19,Type_4,04/06/2023
C51012967,Nom_232,Prenom_1,22.091135741838812,Femme,Profession_68,Gabes,478,Sujet_9,Description_3,Type_5,02/23/2023
C56228739,Nom_776,Prenom_586,35.452051136031905,Femme,Profession_78,Sousse,546,Sujet_4,Description_6,Type_4,03/28/2023
C11312001,Nom_420,Prenom_831,42.9115929132592,Homme,Profession_24,Beja,803,Sujet_1,Description_10,Type_3,03/17/2023
C77977402,Nom_235,Prenom_585,28.390235230543283,Homme,Profession_2,Medenine,700,Sujet_4,Description_7,Type_2,11/24/2023
C70457539,Nom_12,Prenom_830,32.441525732090696,Femme,Profession_37,Beja,251,Sujet_1,Description_13,Type_1,12/21/2023
C41582026,Nom_394,Prenom_168,64.81032514071494,Homme,Profession_18,Sidi Bouzid,270,Sujet_2,Description_10,Type_3,10/14/2023
C17530818,Nom_73,Prenom_31,41.72470817764852,Homme,Profession_26,Sidi Bouzid,986,Sujet_2,Description_10,Type_1,07/28/2023
C26072528,Nom_175,Prenom_42,47.40875455659558,Homme,Profession_93,Kebili,957,Sujet_4,Description_8,Type_1,02/08/2023
C96326788,Nom_321,Prenom_787,35.60668991738644,Homme,Profession_83,Beja,340,Sujet_7,Description_12,Type_3,04/06/2023
C65640078,Nom_481,Prenom_547,50.67982286453087,Femme,Profession_55,Tunis,407,Sujet_3,Description_15,Type_3,02/20/2023
C33683571,Nom_229,Prenom_237,39.80161349309513,Homme,Profession_32,Sfax,140,Sujet_3,Description_9,Type_4,08/01/2023
C16739684,Nom_131,Prenom_915,40.26657398098346,Homme,Profession_32,Ben Arous,272,Sujet_4,Description_14,Type_1,05/18/2023
C77979858,Nom_495,Prenom_330,39.23774147522255,Femme,Profession_81,La Manouba,841,Sujet_10,Description_9,Type_1,02/22/2023
C58065016,Nom_934,Prenom_845,55.05848756671236,Femme,Profession_89,La Manouba,322,Sujet_2,Description_20,Type_1,09/14/2023
C73824513,Nom_946,Prenom_524,42.14226134113511,Femme,Profession_97,Le Kef,166,Sujet_8,Description_6,Type_2,03/28/2023
C27838873,Nom_888,Prenom_17,40.2657846739188,Homme,Profession_12,Medenine,803,Sujet_2,Description_3,Type_4,01/28/2023
C21966984,Nom_350,Prenom_315,49.792981831492625,Femme,Profession_5,Tozeur,183,Sujet_2,Description_14,Type_1,01/13/2023
C19924937,Nom_643,Prenom_591,45.87578042783528,Femme,Profession_72,Gafsa,691,Sujet_10,Description_2,Type_1,12/07/2023
C38229894,Nom_257,Prenom_186,38.77050403435527,Femme,Profession_15,Tunis,358,Sujet_1,Description_5,Type_3,08/15/2023
C68431061,Nom_732,Prenom_345,40.53717194269557,Femme,Profession_73,Gabes,398,Sujet_1,Description_20,Type_1,01/17/2023
C82138450,Nom_998,Prenom_684,30.806847113171468,Homme,Profession_9,Beja,571,Sujet_9,Description_12,Type_3,04/19/2023
C92015408,Nom_526,Prenom_233,41.610254021184154,Femme,Profession_95,Beja,325,Sujet_5,Description_13,Type_4,01/14/2023
C32106792,Nom_73,Prenom_716,39.49547373168986,Femme,Profession_75,Monastir,329,Sujet_8,Description_6,Type_2,01/18/2023
C30709517,Nom_300,Prenom_627,37.11716548015122,Femme,Profession_58,Zaghouan,326,Sujet_3,Description_6,Type_2,09/18/2023
C95445806,Nom_674,Prenom_150,35.646336723140074,Femme,Profession_84,Tozeur,617,Sujet_2,Description_17,Type_3,03/25/2023
C40859285,Nom_323,Prenom_511,62.18624092813104,Homme,Profession_45,Gafsa,124,Sujet_5,Description_17,Type_5,09/03/2023
C17382047,Nom_319,Prenom_32,28.61870411420292,Femme,Profession_26,Tataouine,510,Sujet_8,Description_19,Type_3,03/10/2023
C82084134,Nom_44,Prenom_440,42.28600178217688,Femme,Profession_15,Medenine,626,Sujet_4,Description_17,Type_4,04/18/2023
C73730319,Nom_904,Prenom_274,10.628091249318128,Femme,Profession_69,Sousse,144,Sujet_8,Description_15,Type_2,12/23/2023
C16986102,Nom_497,Prenom_514,34.00986928231412,Femme,Profession_48,Kebili,394,Sujet_4,Description_9,Type_1,12/09/2023
C45857608,Nom_272,Prenom_517,36.87542860848625,Femme,Profession_12,Tunis,795,Sujet_10,Description_8,Type_5,02/17/2023
C41727084,Nom_687,Prenom_626,54.605085257164006,Homme,Profession_95,Kebili,501,Sujet_8,Description_8,Type_4,09/11/2023
C62442611,Nom_843,Prenom_90,34.52416275834698,Femme,Profession_27,Kasserine,771,Sujet_2,Description_18,Type_3,01/05/2023
C18783535,Nom_703,Prenom_460,37.155886578426504,Femme,Profession_96,Mahdia,811,Sujet_5,Description_16,Type_2,10/04/2023
C77341932,Nom_620,Prenom_401,45.48736559349399,Femme,Profession_12,Ariana,916,Sujet_6,Description_2,Type_3,04/14/2023
C71129615,Nom_192,Prenom_82,43.35609070554056,Femme,Profession_59,Jendouba,430,Sujet_1,Description_13,Type_2,05/05/2023
C43130450,Nom_571,Prenom_471,35.79611222508746,Femme,Profession_44,Ariana,563,Sujet_3,Description_3,Type_3,11/18/2023
C58183100,Nom_578,Prenom_182,33.74662262346092,Femme,Profession_7,Siliana,325,Sujet_2,Description_8,Type_5,10/28/2023
C25465306,Nom_111,Prenom_969,36.54544874268462,Femme,Profession_74,Mahdia,202,Sujet_3,Description_11,Type_4,07/24/2023
C28948696,Nom_966,Prenom_396,45.163264836161005,Homme,Profession_55,Tozeur,691,Sujet_2,Description_9,Type_1,10/02/2023
C90315756,Nom_963,Prenom_104,34.90047929855991,Homme,Profession_74,Mahdia,211,Sujet_1,Description_8,Type_3,09/01/2023
C30247628,Nom_114,Prenom_381,41.84117897675143,Homme,Profession_59,Kasserine,664,Sujet_6,Description_5,Type_2,02/13/2023
C59556091,Nom_790,Prenom_743,56.19530860537218,Homme,Profession_91,Kasserine,250,Sujet_4,Description_16,Type_5,11/20/2023
C24857959,Nom_628,Prenom_919,35.02011221638284,Homme,Profession_52,Siliana,779,Sujet_6,Description_8,Type_4,12/22/2023
C21998238,Nom_54,Prenom_638,34.14337400636828,Femme,Profession_50,Sfax,736,Sujet_9,Description_16,Type_1,11/21/2023
C57633652,Nom_827,Prenom_275,40.79853091418706,Femme,Profession_63,Ben Arous,661,Sujet_7,Description_12,Type_5,12/13/2023
C94836186,Nom_131,Prenom_422,39.818638520521354,Femme,Profession_44,Gabes,583,Sujet_9,Description_6,Type_3,02/06/2023
C85951903,Nom_258,Prenom_713,30.61774022871144,Femme,Profession_84,Gafsa,302,Sujet_9,Description_19,Type_3,03/24/2023
C79031823,Nom_206,Prenom_171,47.264746013790436,Homme,Profession_49,Ben Arous,212,Sujet_5,Description_6,Type_4,08/06/2023
C65846920,Nom_696,Prenom_876,41.55464428720589,Femme,Profession_55,Tunis,270,Sujet_3,Description_4,Type_1,11/16/2023
C21845137,Nom_614,Prenom_840,47.76944691283405,Homme,Profession_69,Tataouine,741,Sujet_7,Description_19,Type_5,08/20/2023
C88980607,Nom_459,Prenom_153,52.82997069504958,Femme,Profession_75,Kairouan,885,Sujet_3,Description_18,Type_5,05/17/2023
C55511332,Nom_365,Prenom_326,46.50968797262074,Homme,Profession_69,Sidi Bouzid,956,Sujet_8,Description_18,Type_1,04/19/2023
C89681226,Nom_520,Prenom_505,42.050581294806655,Femme,Profession_97,Sfax,482,Sujet_2,Description_2,Type_4,01/10/2023
